states,year,y,Slim,abdominal,apnea,autoregression data,calories,cholesterol,diabetic,diet,dietary,dresses plus size,exercise,food delivery near me,gastric,healthy,how to lose weight,inactivity,insulin,malnutrition,mcdonalds menu,mcdonalds near me,meals,nutrition,obese,pizza delivery,symptoms of  high blood sugar,symptoms of congestive heart failure,unhealthy,visceral,weighing,weight loss,wellness
Ohio,2016,31.5,79.00591067758832,102.42905634380162,90.53313706485659,29.8,101.16706865848953,92.66328213282483,86.73315262741224,65.41961584535214,84.39625139011109,75.77116886405648,87.07597659320234,2641.926115560519,75.0089770191552,101.61407929835524,59.84165862426126,88.63535116698715,98.04219943124986,80.1678174774884,75.46356272100167,1822.6649171569338,118.3654053711734,68.81522039668246,77.69717452144974,106.9354369237671,90.12162989666525,108.82470434736446,110.66606693161664,110.29202919691078,83.74394727230198,82.71145306884887,45.852714837511904
Oklahoma,2016,32.8,106.8159912360994,108.78672190996862,94.10681352794305,33.9,96.74446456412932,86.76116225175319,108.06097704398903,71.47698768288474,80.77926918767776,74.93851865675914,89.92159674330699,1801.313260609445,98.41177784913161,99.0085900855769,65.04528111332745,103.29159033633148,103.45142422745676,85.5123386426543,76.03962045169632,1454.4497823777551,133.0463858823267,73.46489745051235,86.97444909117509,105.93604031700292,126.17028185533135,0.0,101.98637540756827,89.91961616053872,88.21881468379902,92.63682743711072,52.6964036192301
Oregon,2016,28.7,62.57268125664995,50.861324529335974,47.05340676397152,30.1,43.67321543180695,41.31483916750152,41.233793872048444,41.59395328439056,45.21227753041665,23.31420580432507,63.741891362344205,960.7004056583706,39.0046680499607,50.155667345983034,27.752653275019714,60.718705130140805,49.35917626538786,59.457797962470565,22.466251497092095,533.9119454298088,51.38343178903651,29.757933144511334,45.80654318801888,75.95414211407757,39.48185690711049,0.0,61.48114829534257,55.497263099082495,55.616209257177644,38.598678098796135,30.112230639560057
Pennsylvania,2016,30.3,77.74181610674691,101.72264905867195,92.91558804024756,30,97.29729007592435,92.66328213282483,83.17851522464944,62.59284232117025,78.36794771938887,75.77116886405648,92.76721689341166,1981.4445866703895,87.61048515837327,99.0085900855769,59.84165862426126,108.1770033927796,98.04219943124986,84.84427349700856,50.11702257043621,1546.5035660725498,106.43710870586135,60.445801699788646,73.63836689719491,99.93966067641786,76.38881010288769,93.38857607114255,101.26306778056424,110.99452619816499,81.18688018001794,80.50581432034622,46.53708371568372
Rhode Island,2016,26.6,79.63795796300903,103.13546362893129,97.68048999102949,26,100.61424314669449,97.97519002578932,70.38182057470338,67.43873979119634,80.77926918767776,66.6120165837859,100.73495331370468,2661.940707345069,87.01041334222003,106.82505772391191,57.23984737972816,99.10409343080453,87.22374983883608,81.50394776877988,46.08461845557353,1362.3959986829607,103.6844248600201,65.56044645900154,77.11734486084191,128.92216227257902,0.0,0.0,112.83598981262872,101.86206518186027,83.10468049923097,87.6741402529798,45.852714837511904
South Carolina,2016,32.3,85.95843081721608,104.54827819919062,89.34191157716111,31.7,83.47665228104873,92.66328213282483,94.5533549134904,66.63109021285865,76.5594566181722,99.08537466838153,89.35247271328606,2541.8531566377724,82.80991062914734,97.05447317599314,62.87710507621654,87.23951886514483,93.9852808340947,68.81071000151088,60.48606172294026,1841.0756738958928,124.78833434480295,53.93625382442679,75.95768553962624,131.92035209287155,107.2876546388872,0.0,99.81645252655618,103.26705918436869,81.82614695308895,88.22554994010545,65.69941230449467
South Dakota,2016,29.6,76.47772153590549,140.5750497408036,111.37958309952752,30.4,102.27271968207957,97.97519002578932,101.662629719016,74.30376120706663,102.48116240227775,78.26911948594844,110.41006182406049,1381.0068331339078,92.4110596875992,113.99015305905235,76.7534317137264,0.0,133.8783137061205,113.57107475977524,66.24663902988695,1196.6991880323303,159.65566305879202,80.4394130312572,90.45342705482209,118.92819620493724,0.0,0.0,115.72922032064484,96.94458617308081,93.33294886836708,95.39387587273902,117.02707816738113
Tennessee,2016,34.8,88.48661995889891,118.67642390178395,97.68048999102949,33.8,91.7690349579741,95.61434207336066,110.90468696619926,71.88081247205358,70.53115294744998,101.5833252902735,86.50685256318141,2541.8531566377724,100.21199329759135,90.5407501440473,67.21345715043837,83.74993811053903,108.18449592413778,80.83588262313414,66.82269676058162,1822.6649171569338,126.62345690869711,59.98083399440566,88.13410841239076,129.9215588793432,113.29576329866488,127.34805827883076,91.86006862951184,98.34958017558922,82.46541372615997,98.70233399549298,45.16834595934009
Texas,2016,33.7,97.96732924020951,84.76887421555996,76.23843121251082,32.4,86.24077984002385,76.13734646582424,75.35831293857129,60.57371837532605,57.2688848718611,65.77936637648858,75.12437196276281,4002.9183569098777,77.40926428376817,85.9811440216852,55.07167134261724,75.37494429948514,75.72914714689645,64.13425398199072,52.42125349321489,2411.8091328036194,100.01417973223178,59.05089858363968,66.6804109699009,111.932419957588,78.96371381422098,69.46257724299859,81.0104542244514,79.38216114172559,74.15494567623686,78.85158525896925,34.21844390859097
Utah,2016,25.4,74.58157967964337,84.76887421555996,96.489264503334,24.5,97.85011558771937,76.7275584539314,68.95996561359826,63.400491899507934,84.9990817571833,53.28961326702873,100.16582928368375,2561.8677484223217,70.8084743060825,100.96270699516064,54.638036135195065,103.98950648725264,93.30912773456883,74.82329631232251,48.96490710904688,1399.2175121608784,123.87077306285587,72.53496203974638,83.49547112752808,108.93423013729546,0.0,0.0,109.94275930461261,90.62211316179294,79.26907986080492,76.09453682334095,45.16834595934009
Vermont,2016,27.1,70.15724868169842,95.36498349250495,82.79017139483597,25.1,98.4029410995144,86.17095026364603,76.06924041912386,73.49611162872894,116.34626084493885,58.28551451081267,113.25568197416514,1120.8171399347657,66.60797159300981,130.27446063891696,53.770765720350695,0.0,89.25220913741367,92.19299009911167,37.4437524951535,1067.8238908596177,135.79906972816792,58.1209631728737,102.05002026697878,82.94991836142681,0.0,0.0,144.66152540080606,129.96194523202863,67.76227794552679,76.09453682334095,76.64931435524377
Virginia,2016,29,83.43024167553327,96.77779806276429,97.68048999102949,29.2,95.08598802874425,95.0241300852535,80.33480530243921,65.01579105618329,71.73681368159443,71.60791782756985,99.02758122364189,3222.3492773124517,69.00825885762278,98.3572177823823,58.54075300199471,130.51032022225667,83.84298434120677,73.48716602103104,55.877599877382906,1693.7896199842212,120.20052793506756,63.700575637469576,74.79802621841057,125.92397245228649,85.83012371110976,87.21412476065379,109.94275930461261,113.10201720192761,92.05441532222507,84.36568213022584,46.53708371568372
Washington,2016,28.6,71.42134325253984,86.88809607094896,92.31997529639982,26.4,93.9803370051542,81.4492543587887,68.2490381330457,63.80431668867678,69.32549221330554,46.62841160865014,81.95386032301397,2061.502953808587,61.20732524763064,93.79761166002021,49.43441364612887,101.89575803448916,81.8145250426292,71.48297058409383,45.50856072487886,1472.860539116714,105.51954742391426,59.51586628902267,75.37785587901841,139.915524946985,67.8057977317767,0.0,107.77283642360051,106.77954419063974,65.20521085324276,77.19735619759227,45.852714837511904
West Virginia,2016,37.7,84.69433624637468,134.92379145976628,114.35764681876623,35.6,95.63881354053927,118.04239762143291,142.18549611051188,80.36113304459923,84.9990817571833,118.23632943621999,100.73495331370468,1280.9338742111609,117.01400414988211,95.10035626640939,86.72704148443661,135.39573327870477,131.17370130801706,80.83588262313414,83.52837095072702,1270.342214988166,118.3654053711734,62.3056725213206,115.96593212156678,75.95414211407757,0.0,0.0,110.66606693161664,116.61450220819866,83.74394727230198,109.1791180508805,44.48397708116826
Wisconsin,2016,30.7,68.2611068254363,96.77779806276429,89.93752432100885,30.7,94.53316251694922,83.81010231121736,76.06924041912386,61.381367953663734,80.77926918767776,74.10586844946182,87.64510062322327,2101.5321373776856,58.20696616686443,103.56819620793898,55.93894175746161,102.59367418541032,88.57605603788781,82.17201291442562,64.51846583780295,1693.7896199842212,118.3654053711734,65.09547875361854,81.75598214570458,123.92517923875813,90.97993113377635,0.0,107.77283642360051,99.05207717684344,93.33294886836708,78.85158525896925,56.802616888261014
Wyoming,2016,27.7,79.63795796300903,122.91486761256193,119.12254876954816,29,101.71989417028455,95.61434207336066,91.70964499128016,78.34200909875503,97.05568909862775,0.0,94.47458898347445,1160.8463235038646,102.01220874605107,110.73329154307942,75.88616129888203,0.0,101.42296492887917,65.47038427328219,59.33394626155092,975.7701071648231,174.3366435699453,67.4203172805335,85.23496010935159,127.92276566581485,0.0,0.0,107.04952879659648,110.29202919691078,108.67535142207126,93.73964681136204,69.80562557352559
